PrepTest_Number,Section_Number,Section_Type,Question_Number_in_Section,Question_ID,Question_Difficulty,Question_50_Percent_Score,LR_Question_Type,LR_Skills,RC_Passage_ID,RC_Passage_Number_in_Section,RC_Passage_Difficulty,RC_Passage_Categories,RC_Question_Categories,RC_Question_Number_in_Passage
110,4,Reading Comprehension,,PT-110-S-4-P-2-Q-11,3.0,142.01,,,PT-110-S-4-P-2,2,3.0,Art; Debate,Inference; Other Viewpoint,11
110,4,Reading Comprehension,,PT-110-S-4-P-2-Q-12,5.0,160.51,,,PT-110-S-4-P-2,2,3.0,Art; Debate,Inference; Other Viewpoint,12
110,4,Reading Comprehension,,PT-110-S-4-P-2-Q-13,3.0,146.67,,,PT-110-S-4-P-2,2,3.0,Art; Debate,Except; Inference,13
110,4,Reading Comprehension,,PT-110-S-4-P-2-Q-14,3.0,143.18,,,PT-110-S-4-P-2,2,3.0,Art; Debate,Inference; Purpose of Passage,14
110,4,Reading Comprehension,,PT-110-S-4-P-3-Q-15,4.0,154.19,,,PT-110-S-4-P-3,3,5.0,Debate; Law,Main Idea,15
110,4,Reading Comprehension,,PT-110-S-4-P-3-Q-16,3.0,142.53,,,PT-110-S-4-P-3,3,5.0,Debate; Law,PurpCtx.,16
110,4,Reading Comprehension,,PT-110-S-4-P-3-Q-17,3.0,150.59,,,PT-110-S-4-P-3,3,5.0,Debate; Law,Inference; Purpose of Passage,17
110,4,Reading Comprehension,,PT-110-S-4-P-3-Q-18,5.0,170.66,,,PT-110-S-4-P-3,3,5.0,Debate; Law,Inference; Other Viewpoint,18
110,4,Reading Comprehension,,PT-110-S-4-P-3-Q-19,5.0,162.66,,,PT-110-S-4-P-3,3,5.0,Debate; Law,Phrase Meaning,19
110,4,Reading Comprehension,,PT-110-S-4-P-3-Q-20,5.0,172.97,,,PT-110-S-4-P-3,3,5.0,Debate; Law,Structure,20
110,4,Reading Comprehension,,PT-110-S-4-P-3-Q-21,5.0,160.96,,,PT-110-S-4-P-3,3,5.0,Debate; Law,Inference; Other Viewpoint,21
110,4,Reading Comprehension,,PT-110-S-4-P-4-Q-22,3.0,149.54,,,PT-110-S-4-P-4,4,4.0,Humanities; Hypothesis; One-Position,Main Idea,22
110,4,Reading Comprehension,,PT-110-S-4-P-4-Q-23,4.0,154.94,,,PT-110-S-4-P-4,4,4.0,Humanities; Hypothesis; One-Position,Author Attitude; Inference,23
110,4,Reading Comprehension,,PT-110-S-4-P-4-Q-24,3.0,149.48,,,PT-110-S-4-P-4,4,4.0,Humanities; Hypothesis; One-Position,Analogy,24
110,4,Reading Comprehension,,PT-110-S-4-P-4-Q-25,5.0,162.35,,,PT-110-S-4-P-4,4,4.0,Humanities; Hypothesis; One-Position,Structure,25
110,4,Reading Comprehension,,PT-110-S-4-P-4-Q-26,3.0,149.41,,,PT-110-S-4-P-4,4,4.0,Humanities; Hypothesis; One-Position,Inference,26
110,4,Reading Comprehension,,PT-110-S-4-P-4-Q-27,3.0,151.71,,,PT-110-S-4-P-4,4,4.0,Humanities; Hypothesis; One-Position,Inference; Purpose of Passage,27
111,1,Logical Reasoning,1,PT-111-S-1-Q-1,3.0,148.2,Argument Part,,,,,,,
111,1,Logical Reasoning,2,PT-111-S-1-Q-2,2.0,138.24,Principle - Rule,Conditional Reasoning; Link Assumption; Rule-Application,,,,,,
111,1,Logical Reasoning,3,PT-111-S-1-Q-3,1.0,132.22,Main conclusion or main point,Causal Reasoning,,,,,,
111,1,Logical Reasoning,4,PT-111-S-1-Q-4,4.0,158.42,Weaken,Value Judgment,,,,,,
111,1,Logical Reasoning,5,PT-111-S-1-Q-5,3.0,142.03,Method of Reasoning,Causal Reasoning,,,,,,
111,1,Logical Reasoning,6,PT-111-S-1-Q-6,2.0,140.57,Flaw,Causal Reasoning; Net Effect,,,,,,
111,1,Logical Reasoning,7,PT-111-S-1-Q-7,2.0,138.31,Parallel,Causal Reasoning; Rule-Application,,,,,,
111,1,Logical Reasoning,8,PT-111-S-1-Q-8,4.0,156.33,Weaken,Causal Reasoning; Net Effect,,,,,,
111,1,Logical Reasoning,9,PT-111-S-1-Q-9,3.0,144.57,Argument Part,Causal Reasoning,,,,,,
111,1,Logical Reasoning,10,PT-111-S-1-Q-10,2.0,135.47,Paradox - Explain,Causal Reasoning; Except,,,,,,
111,1,Logical Reasoning,11,PT-111-S-1-Q-11,2.0,137.48,Method of Reasoning,Causal Reasoning; Sampling,,,,,,
111,1,Logical Reasoning,12,PT-111-S-1-Q-12,2.0,138.72,Most Strongly Supported,Value Judgment,,,,,,
111,1,Logical Reasoning,13,PT-111-S-1-Q-13,3.0,151.12,Weaken,Causal Reasoning; Sampling,,,,,,
111,1,Logical Reasoning,14,PT-111-S-1-Q-14,3.0,147.89,Necessary assumption,Conditional Reasoning,,,,,,
111,1,Logical Reasoning,15,PT-111-S-1-Q-15,3.0,146.98,Strengthen,Except; Sampling,,,,,,
111,1,Logical Reasoning,16,PT-111-S-1-Q-16,2.0,141.25,Main conclusion or main point,Causal Reasoning; Eliminating Options,,,,,,
111,1,Logical Reasoning,17,PT-111-S-1-Q-17,5.0,161.54,Flaw,Causal Reasoning; Eliminating Options,,,,,,
111,1,Logical Reasoning,18,PT-111-S-1-Q-18,4.0,152.86,Necessary assumption,Eliminating Options,,,,,,
111,1,Logical Reasoning,19,PT-111-S-1-Q-19,2.0,138.78,Most Strongly Supported,Causal Reasoning,,,,,,
111,1,Logical Reasoning,20,PT-111-S-1-Q-20,4.0,155.21,Sufficient assumption,Link Assumption,,,,,,
111,1,Logical Reasoning,21,PT-111-S-1-Q-21,4.0,153.22,Paradox - Explain,Causal Reasoning,,,,,,
111,1,Logical Reasoning,22,PT-111-S-1-Q-22,4.0,154.55,Sufficient assumption,Conditional Reasoning; Link Assumption,,,,,,
111,1,Logical Reasoning,23,PT-111-S-1-Q-23,5.0,169.72,Flaw,Conditional Reasoning; Link Assumption,,,,,,
111,1,Logical Reasoning,24,PT-111-S-1-Q-24,3.0,151.44,Parallel Flaw,,,,,,,
111,1,Logical Reasoning,25,PT-111-S-1-Q-25,3.0,145.12,Paradox - Explain,Causal Reasoning,,,,,,
111,1,Logical Reasoning,26,PT-111-S-1-Q-26,4.0,153.88,Agree,Causal Reasoning,,,,,,
111,2,Reading Comprehension,,PT-111-S-2-P-1-Q-1,3.0,142.73,,,PT-111-S-2-P-1,1,1.0,Debate; Humanities,Main Idea,1
111,2,Reading Comprehension,,PT-111-S-2-P-1-Q-2,2.0,141.29,,,PT-111-S-2-P-1,1,1.0,Debate; Humanities,Inference,2
111,2,Reading Comprehension,,PT-111-S-2-P-1-Q-3,1.0,126.16,,,PT-111-S-2-P-1,1,1.0,Debate; Humanities,PurpCtx.,3
111,2,Reading Comprehension,,PT-111-S-2-P-1-Q-4,1.0,130.33,,,PT-111-S-2-P-1,1,1.0,Debate; Humanities,Inference,4
111,2,Reading Comprehension,,PT-111-S-2-P-1-Q-5,3.0,143.27,,,PT-111-S-2-P-1,1,1.0,Debate; Humanities,Inference; Other Viewpoint,5
111,2,Reading Comprehension,,PT-111-S-2-P-1-Q-6,4.0,153.85,,,PT-111-S-2-P-1,1,1.0,Debate; Humanities,Inference; Passage Principle,6
111,2,Reading Comprehension,,PT-111-S-2-P-2-Q-7,2.0,139.77,,,PT-111-S-2-P-2,2,2.0,Art; One-Position; Single-Topic,Main Idea,7
111,2,Reading Comprehension,,PT-111-S-2-P-2-Q-8,3.0,151.8,,,PT-111-S-2-P-2,2,2.0,Art; One-Position; Single-Topic,Inference,8
111,2,Reading Comprehension,,PT-111-S-2-P-2-Q-9,2.0,135.9,,,PT-111-S-2-P-2,2,2.0,Art; One-Position; Single-Topic,Phrase Meaning,9
111,2,Reading Comprehension,,PT-111-S-2-P-2-Q-10,2.0,139.4,,,PT-111-S-2-P-2,2,2.0,Art; One-Position; Single-Topic,Inference; Other Viewpoint,10
111,2,Reading Comprehension,,PT-111-S-2-P-2-Q-11,4.0,153.94,,,PT-111-S-2-P-2,2,2.0,Art; One-Position; Single-Topic,Inference,11
111,2,Reading Comprehension,,PT-111-S-2-P-2-Q-12,2.0,136.58,,,PT-111-S-2-P-2,2,2.0,Art; One-Position; Single-Topic,Except; Inference,12
111,2,Reading Comprehension,,PT-111-S-2-P-2-Q-13,5.0,162.73,,,PT-111-S-2-P-2,2,2.0,Art; One-Position; Single-Topic,Except; Inference,13
111,2,Reading Comprehension,,PT-111-S-2-P-2-Q-14,3.0,141.93,,,PT-111-S-2-P-2,2,2.0,Art; One-Position; Single-Topic,Author Attitude; Inference,14
111,2,Reading Comprehension,,PT-111-S-2-P-3-Q-15,3.0,148.95,,,PT-111-S-2-P-3,3,3.0,Debate; Science,Main Idea,15
111,2,Reading Comprehension,,PT-111-S-2-P-3-Q-16,4.0,158.59,,,PT-111-S-2-P-3,3,3.0,Debate; Science,PurpCtx.,16
111,2,Reading Comprehension,,PT-111-S-2-P-3-Q-17,3.0,142.51,,,PT-111-S-2-P-3,3,3.0,Debate; Science,Inference; Passage Principle,17
111,2,Reading Comprehension,,PT-111-S-2-P-3-Q-18,3.0,147.38,,,PT-111-S-2-P-3,3,3.0,Debate; Science,Inference; Other Viewpoint,18
111,2,Reading Comprehension,,PT-111-S-2-P-3-Q-19,3.0,144.01,,,PT-111-S-2-P-3,3,3.0,Debate; Science,Inference,19
111,2,Reading Comprehension,,PT-111-S-2-P-3-Q-20,3.0,151.39,,,PT-111-S-2-P-3,3,3.0,Debate; Science,Inference,20
111,2,Reading Comprehension,,PT-111-S-2-P-4-Q-21,3.0,148.76,,,PT-111-S-2-P-4,4,5.0,Debate; Law,Main Idea,21
111,2,Reading Comprehension,,PT-111-S-2-P-4-Q-22,4.0,154.73,,,PT-111-S-2-P-4,4,5.0,Debate; Law,Purpose of Paragraph,22
111,2,Reading Comprehension,,PT-111-S-2-P-4-Q-23,3.0,145.87,,,PT-111-S-2-P-4,4,5.0,Debate; Law,Author Attitude; Inference,23
111,2,Reading Comprehension,,PT-111-S-2-P-4-Q-24,5.0,167.03,,,PT-111-S-2-P-4,4,5.0,Debate; Law,Inference,24
111,2,Reading Comprehension,,PT-111-S-2-P-4-Q-25,5.0,169.7,,,PT-111-S-2-P-4,4,5.0,Debate; Law,Inference; Other Viewpoint,25
111,2,Reading Comprehension,,PT-111-S-2-P-4-Q-26,5.0,171.8,,,PT-111-S-2-P-4,4,5.0,Debate; Law,Inference; Other Viewpoint,26
111,3,Logical Reasoning,1,PT-111-S-3-Q-1,1.0,124.55,Weaken,Value Judgment,,,,,,
111,3,Logical Reasoning,2,PT-111-S-3-Q-2,2.0,135.34,Flaw,,,,,,,
111,3,Logical Reasoning,3,PT-111-S-3-Q-3,1.0,124.3,Strengthen,Causal Reasoning,,,,,,
111,3,Logical Reasoning,4,PT-111-S-3-Q-4,2.0,140.69,Strengthen,Math,,,,,,
111,3,Logical Reasoning,5,PT-111-S-3-Q-5,1.0,125.16,Most Strongly Supported; Principle,Rule-Application,,,,,,
111,3,Logical Reasoning,6,PT-111-S-3-Q-6,2.0,138.47,Parallel Flaw,Part v. Whole,,,,,,
111,3,Logical Reasoning,7,PT-111-S-3-Q-7,2.0,138.95,Method of Reasoning,Analogy; Net Effect; Value Judgment,,,,,,
111,3,Logical Reasoning,8,PT-111-S-3-Q-8,2.0,134.84,Weaken,Analogy; Net Effect; Value Judgment,,,,,,
111,3,Logical Reasoning,9,PT-111-S-3-Q-9,3.0,145.47,Weaken,Causal Reasoning,,,,,,
111,3,Logical Reasoning,10,PT-111-S-3-Q-10,3.0,145.49,Disagree,Math,,,,,,
111,3,Logical Reasoning,11,PT-111-S-3-Q-11,3.0,152.44,Necessary assumption,Rule-Application,,,,,,
111,3,Logical Reasoning,12,PT-111-S-3-Q-12,3.0,150.53,Paradox - Explain,Except,,,,,,
111,3,Logical Reasoning,13,PT-111-S-3-Q-13,3.0,151.07,Flaw,Math,,,,,,
111,3,Logical Reasoning,14,PT-111-S-3-Q-14,2.0,136.84,Parallel,Causal Reasoning; Conditional Reasoning,,,,,,
111,3,Logical Reasoning,15,PT-111-S-3-Q-15,4.0,154.54,Necessary assumption,Causal Reasoning,,,,,,
111,3,Logical Reasoning,16,PT-111-S-3-Q-16,3.0,144.72,Most Strongly Supported,,,,,,,
111,3,Logical Reasoning,17,PT-111-S-3-Q-17,3.0,149.24,Flaw,Math,,,,,,
111,3,Logical Reasoning,18,PT-111-S-3-Q-18,4.0,157.19,Must be True,Conditional Reasoning,,,,,,
111,3,Logical Reasoning,19,PT-111-S-3-Q-19,4.0,158.51,Must be False,Analogy; Rule-Application; Value Judgment,,,,,,
111,3,Logical Reasoning,20,PT-111-S-3-Q-20,5.0,165.39,Must be True,Conditional Reasoning,,,,,,
111,3,Logical Reasoning,21,PT-111-S-3-Q-21,5.0,159.85,Strengthen,Link Assumption,,,,,,
111,3,Logical Reasoning,22,PT-111-S-3-Q-22,5.0,171.44,Necessary assumption,Conditional Reasoning; Link Assumption,,,,,,
111,3,Logical Reasoning,23,PT-111-S-3-Q-23,4.0,154.48,Most Strongly Supported,Math; Net Effect,,,,,,
111,3,Logical Reasoning,24,PT-111-S-3-Q-24,3.0,150.63,Weaken,Math; Net Effect,,,,,,
111,3,Logical Reasoning,25,PT-111-S-3-Q-25,5.0,160.1,Flaw,Causal Reasoning,,,,,,
111,3,Logical Reasoning,26,PT-111-S-3-Q-26,4.0,158.96,Flaw,Rule-Application,,,,,,
111,4,Logical Reasoning,1,PT-111-S-4-Q-1,3.0,142.8,Most Strongly Supported,Analogy; Except,,,,,,
111,4,Logical Reasoning,2,PT-111-S-4-Q-2,2.0,136.7,Argument Part,,,,,,,
111,4,Logical Reasoning,3,PT-111-S-4-Q-3,1.0,131.55,Most Strongly Supported,,,,,,,
111,4,Logical Reasoning,4,PT-111-S-4-Q-4,1.0,131.86,Paradox - Explain,Math,,,,,,
111,4,Logical Reasoning,5,PT-111-S-4-Q-5,1.0,132.11,Weaken,,,,,,,
111,4,Logical Reasoning,6,PT-111-S-4-Q-6,1.0,133.02,Parallel Flaw,Causal Reasoning; Value Judgment,,,,,,
111,4,Logical Reasoning,7,PT-111-S-4-Q-7,3.0,147.48,Flaw,Fallacy; Link Assumption,,,,,,
111,4,Logical Reasoning,8,PT-111-S-4-Q-8,1.0,132.6,Flaw,Fallacy; Link Assumption,,,,,,
111,4,Logical Reasoning,9,PT-111-S-4-Q-9,1.0,134.28,Main conclusion or main point,Conditional Reasoning,,,,,,
111,4,Logical Reasoning,10,PT-111-S-4-Q-10,1.0,124.66,Strengthen,Causal Reasoning; Sampling,,,,,,
111,4,Logical Reasoning,11,PT-111-S-4-Q-11,5.0,160.77,Principle - Rule,Conditional Reasoning; Link Assumption; Rule-Application,,,,,,
111,4,Logical Reasoning,12,PT-111-S-4-Q-12,1.0,133.68,Paradox - Explain,Causal Reasoning,,,,,,
111,4,Logical Reasoning,13,PT-111-S-4-Q-13,3.0,144.55,Flaw,Conditional Reasoning; Eliminating Options,,,,,,
111,4,Logical Reasoning,14,PT-111-S-4-Q-14,3.0,144.97,Sufficient assumption,Conditional Reasoning; Link Assumption; Rule-Application,,,,,,
111,4,Logical Reasoning,15,PT-111-S-4-Q-15,2.0,137.71,Argument Part,Eliminating Options,,,,,,
111,4,Logical Reasoning,16,PT-111-S-4-Q-16,4.0,159.34,Necessary assumption,Link Assumption,,,,,,
111,4,Logical Reasoning,17,PT-111-S-4-Q-17,3.0,149.12,Weaken,Conditional Reasoning; Except; Link Assumption,,,,,,
111,4,Logical Reasoning,18,PT-111-S-4-Q-18,3.0,150.4,Flaw,Part v. Whole,,,,,,
111,4,Logical Reasoning,19,PT-111-S-4-Q-19,4.0,153.4,Sufficient assumption,Link Assumption,,,,,,
111,4,Logical Reasoning,20,PT-111-S-4-Q-20,4.0,156.81,Weaken,,,,,,,
111,4,Logical Reasoning,21,PT-111-S-4-Q-21,5.0,162.51,Most Strongly Supported,Conditional Reasoning,,,,,,
111,4,Logical Reasoning,22,PT-111-S-4-Q-22,4.0,156.22,Miscellaneous; Must be False,Causal Reasoning,,,,,,
111,4,Logical Reasoning,23,PT-111-S-4-Q-23,5.0,159.67,Parallel,Conditional Reasoning,,,,,,
111,4,Logical Reasoning,24,PT-111-S-4-Q-24,3.0,151.02,Flaw,Causal Reasoning; Link Assumption; Sampling,,,,,,
111,4,Logical Reasoning,25,PT-111-S-4-Q-25,4.0,152.85,Method of Reasoning,,,,,,,
111,4,Logical Reasoning,26,PT-111-S-4-Q-26,3.0,151.34,Most Strongly Supported,,,,,,,
112,1,Logical Reasoning,1,PT-112-S-1-Q-1,1.0,126.72,Method of Reasoning,Conditional Reasoning,,,,,,
112,1,Logical Reasoning,2,PT-112-S-1-Q-2,1.0,126.32,Weaken,Causal Reasoning; Fallacy,,,,,,
112,1,Logical Reasoning,3,PT-112-S-1-Q-3,2.0,140.5,Necessary assumption,Eliminating Options; Link Assumption,,,,,,
112,1,Logical Reasoning,4,PT-112-S-1-Q-4,1.0,126.43,Most Strongly Supported,Causal Reasoning; Quantifier,,,,,,
112,1,Logical Reasoning,5,PT-112-S-1-Q-5,3.0,144.93,Must be False,Rule-Application,,,,,,
112,1,Logical Reasoning,6,PT-112-S-1-Q-6,2.0,137.58,Main conclusion or main point,Causal Reasoning; Fact v. Belief v. Knowledge,,,,,,
112,1,Logical Reasoning,7,PT-112-S-1-Q-7,3.0,151.13,Method of Reasoning,Causal Reasoning; Fact v. Belief v. Knowledge,,,,,,
112,1,Logical Reasoning,8,PT-112-S-1-Q-8,3.0,144.31,Weaken,Analogy; Link Assumption,,,,,,
112,1,Logical Reasoning,9,PT-112-S-1-Q-9,4.0,153.82,Paradox - Explain,,,,,,,
112,1,Logical Reasoning,10,PT-112-S-1-Q-10,3.0,150.61,Flaw,,,,,,,
112,1,Logical Reasoning,11,PT-112-S-1-Q-11,2.0,135.41,Must be True,Conditional Reasoning; Quantifier,,,,,,
112,1,Logical Reasoning,12,PT-112-S-1-Q-12,3.0,146.79,Flaw,,,,,,,
112,1,Logical Reasoning,13,PT-112-S-1-Q-13,3.0,144.43,Paradox - Explain,Causal Reasoning,,,,,,
112,1,Logical Reasoning,14,PT-112-S-1-Q-14,3.0,149.94,Inference,Conditional Reasoning,,,,,,
112,1,Logical Reasoning,15,PT-112-S-1-Q-15,2.0,136.73,Principle - Rule,Analogy; Link Assumption; Rule-Application,,,,,,
112,1,Logical Reasoning,16,PT-112-S-1-Q-16,3.0,151.14,Most Strongly Supported,,,,,,,
112,1,Logical Reasoning,17,PT-112-S-1-Q-17,2.0,134.81,Parallel,Rule-Application; Value Judgment,,,,,,
112,1,Logical Reasoning,18,PT-112-S-1-Q-18,5.0,171.48,Sufficient assumption,Causal Reasoning; Conditional Reasoning,,,,,,
112,1,Logical Reasoning,19,PT-112-S-1-Q-19,2.0,138.34,Flaw,Link Assumption; Part v. Whole,,,,,,
112,1,Logical Reasoning,20,PT-112-S-1-Q-20,3.0,150.02,Necessary assumption,Conditional Reasoning; Link Assumption,,,,,,
112,1,Logical Reasoning,21,PT-112-S-1-Q-21,5.0,164.13,Parallel Flaw,Link Assumption,,,,,,
112,1,Logical Reasoning,22,PT-112-S-1-Q-22,4.0,155.74,Sufficient assumption,Conditional Reasoning; Link Assumption; Quantifier,,,,,,
112,1,Logical Reasoning,23,PT-112-S-1-Q-23,5.0,167.02,Paradox - Explain,Causal Reasoning; Except,,,,,,
112,1,Logical Reasoning,24,PT-112-S-1-Q-24,5.0,167.69,Evaluate,Math; Sampling,,,,,,
112,1,Logical Reasoning,25,PT-112-S-1-Q-25,3.0,149.8,Weaken,Causal Reasoning; Link Assumption,,,,,,
112,1,Logical Reasoning,26,PT-112-S-1-Q-26,5.0,161.16,Sufficient assumption,Link Assumption,,,,,,
112,2,Reading Comprehension,,PT-112-S-2-P-1-Q-1,1.0,129.19,,,PT-112-S-2-P-1,1,1.0,Debate; Humanities; Problem Analysis,Main Idea,1
112,2,Reading Comprehension,,PT-112-S-2-P-1-Q-2,2.0,137.55,,,PT-112-S-2-P-1,1,1.0,Debate; Humanities; Problem Analysis,Author Viewpoint; Inference,2
112,2,Reading Comprehension,,PT-112-S-2-P-1-Q-3,2.0,138.79,,,PT-112-S-2-P-1,1,1.0,Debate; Humanities; Problem Analysis,PurpCtx.,3
112,2,Reading Comprehension,,PT-112-S-2-P-1-Q-4,2.0,140.17,,,PT-112-S-2-P-1,1,1.0,Debate; Humanities; Problem Analysis,Inference; Passage Principle,4
112,2,Reading Comprehension,,PT-112-S-2-P-1-Q-5,1.0,130.63,,,PT-112-S-2-P-1,1,1.0,Debate; Humanities; Problem Analysis,Purpose of Paragraph,5
112,2,Reading Comprehension,,PT-112-S-2-P-1-Q-6,3.0,145.38,,,PT-112-S-2-P-1,1,1.0,Debate; Humanities; Problem Analysis,Weaken-Strengthen,6
112,2,Reading Comprehension,,PT-112-S-2-P-2-Q-7,2.0,137.35,,,PT-112-S-2-P-2,2,2.0,Art; One-Position; Problem Analysis,Main Idea,7
112,2,Reading Comprehension,,PT-112-S-2-P-2-Q-8,4.0,152.55,,,PT-112-S-2-P-2,2,2.0,Art; One-Position; Problem Analysis,Inference,8
112,2,Reading Comprehension,,PT-112-S-2-P-2-Q-9,4.0,152.58,,,PT-112-S-2-P-2,2,2.0,Art; One-Position; Problem Analysis,Inference,9
112,2,Reading Comprehension,,PT-112-S-2-P-2-Q-10,1.0,124.86,,,PT-112-S-2-P-2,2,2.0,Art; One-Position; Problem Analysis,PurpCtx.,10
112,2,Reading Comprehension,,PT-112-S-2-P-2-Q-11,3.0,152.23,,,PT-112-S-2-P-2,2,2.0,Art; One-Position; Problem Analysis,Inference; Other Viewpoint,11
112,2,Reading Comprehension,,PT-112-S-2-P-2-Q-12,3.0,148.4,,,PT-112-S-2-P-2,2,2.0,Art; One-Position; Problem Analysis,Inference,12
112,2,Reading Comprehension,,PT-112-S-2-P-2-Q-13,4.0,155.11,,,PT-112-S-2-P-2,2,2.0,Art; One-Position; Problem Analysis,PurpCtx.,13
112,2,Reading Comprehension,,PT-112-S-2-P-2-Q-14,3.0,142.15,,,PT-112-S-2-P-2,2,2.0,Art; One-Position; Problem Analysis,Inference; Purpose of Passage,14
112,2,Reading Comprehension,,PT-112-S-2-P-3-Q-15,2.0,134.63,,,PT-112-S-2-P-3,3,2.0,One-Position; Science; Single-Topic,Main Idea,15
112,2,Reading Comprehension,,PT-112-S-2-P-3-Q-16,3.0,149.65,,,PT-112-S-2-P-3,3,2.0,One-Position; Science; Single-Topic,PurpCtx.,16
112,2,Reading Comprehension,,PT-112-S-2-P-3-Q-17,3.0,149.27,,,PT-112-S-2-P-3,3,2.0,One-Position; Science; Single-Topic,Inference,17
112,2,Reading Comprehension,,PT-112-S-2-P-3-Q-18,3.0,142.05,,,PT-112-S-2-P-3,3,2.0,One-Position; Science; Single-Topic,Inference; Purpose of Passage,18
112,2,Reading Comprehension,,PT-112-S-2-P-3-Q-19,2.0,136.9,,,PT-112-S-2-P-3,3,2.0,One-Position; Science; Single-Topic,Except; Inference,19
112,2,Reading Comprehension,,PT-112-S-2-P-3-Q-20,4.0,157.34,,,PT-112-S-2-P-3,3,2.0,One-Position; Science; Single-Topic,Inference,20
112,2,Reading Comprehension,,PT-112-S-2-P-4-Q-21,3.0,152.14,,,PT-112-S-2-P-4,4,2.0,Law; One-Position; Problem Analysis,Main Idea,21
112,2,Reading Comprehension,,PT-112-S-2-P-4-Q-22,2.0,136.88,,,PT-112-S-2-P-4,4,2.0,Law; One-Position; Problem Analysis,PurpCtx.,22
112,2,Reading Comprehension,,PT-112-S-2-P-4-Q-23,2.0,134.58,,,PT-112-S-2-P-4,4,2.0,Law; One-Position; Problem Analysis,Author Attitude; Inference,23
112,2,Reading Comprehension,,PT-112-S-2-P-4-Q-24,2.0,138.66,,,PT-112-S-2-P-4,4,2.0,Law; One-Position; Problem Analysis,Inference,24
112,2,Reading Comprehension,,PT-112-S-2-P-4-Q-25,3.0,143.54,,,PT-112-S-2-P-4,4,2.0,Law; One-Position; Problem Analysis,Structure,25
112,2,Reading Comprehension,,PT-112-S-2-P-4-Q-26,3.0,145.15,,,PT-112-S-2-P-4,4,2.0,Law; One-Position; Problem Analysis,Inference; Other Viewpoint,26
112,3,Logical Reasoning,1,PT-112-S-3-Q-1,1.0,129.41,Paradox - Explain,Causal Reasoning,,,,,,
112,3,Logical Reasoning,2,PT-112-S-3-Q-2,2.0,135.76,Weaken,Net Effect,,,,,,
112,3,Logical Reasoning,3,PT-112-S-3-Q-3,2.0,139.57,Main conclusion or main point,Conditional Reasoning,,,,,,
112,3,Logical Reasoning,4,PT-112-S-3-Q-4,1.0,128.09,Disagree,Causal Reasoning; Net Effect,,,,,,
112,3,Logical Reasoning,5,PT-112-S-3-Q-5,1.0,128.04,Weaken,Link Assumption,,,,,,
112,3,Logical Reasoning,6,PT-112-S-3-Q-6,3.0,141.65,Argument Part,Causal Reasoning; Eliminating Options,,,,,,
112,3,Logical Reasoning,7,PT-112-S-3-Q-7,2.0,136.77,Strengthen,Causal Reasoning; Link Assumption; Value Judgment,,,,,,
112,3,Logical Reasoning,8,PT-112-S-3-Q-8,3.0,144.96,Method of Reasoning,Fact v. Belief v. Knowledge,,,,,,
112,3,Logical Reasoning,9,PT-112-S-3-Q-9,2.0,136.83,Main conclusion or main point,Value Judgment,,,,,,
112,3,Logical Reasoning,10,PT-112-S-3-Q-10,3.0,143.75,Method of Reasoning,Causal Reasoning; Net Effect; Value Judgment,,,,,,
112,3,Logical Reasoning,11,PT-112-S-3-Q-11,1.0,132.41,Strengthen,Causal Reasoning; Net Effect; Value Judgment,,,,,,
112,3,Logical Reasoning,12,PT-112-S-3-Q-12,4.0,155.27,Sufficient assumption,Link Assumption,,,,,,
112,3,Logical Reasoning,13,PT-112-S-3-Q-13,2.0,135.73,Flaw,Causal Reasoning; Eliminating Options,,,,,,
112,3,Logical Reasoning,14,PT-112-S-3-Q-14,3.0,149.18,Necessary assumption,Link Assumption,,,,,,
112,3,Logical Reasoning,15,PT-112-S-3-Q-15,1.0,124.66,Parallel,Rule-Application; Value Judgment,,,,,,
112,3,Logical Reasoning,16,PT-112-S-3-Q-16,3.0,151.72,Necessary assumption,Conditional Reasoning; Link Assumption,,,,,,
112,3,Logical Reasoning,17,PT-112-S-3-Q-17,4.0,156.63,Most Strongly Supported,Conditional Reasoning,,,,,,
112,3,Logical Reasoning,18,PT-112-S-3-Q-18,4.0,157.44,Necessary assumption,Conditional Reasoning; Link Assumption; Value Judgment,,,,,,
112,3,Logical Reasoning,19,PT-112-S-3-Q-19,5.0,165.92,Parallel Flaw,Conditional Reasoning,,,,,,
112,3,Logical Reasoning,20,PT-112-S-3-Q-20,5.0,161.6,Principle - Rule,Link Assumption; Rule-Application,,,,,,
112,3,Logical Reasoning,21,PT-112-S-3-Q-21,4.0,157.88,Flaw,Math,,,,,,
112,3,Logical Reasoning,22,PT-112-S-3-Q-22,3.0,148.2,Necessary assumption,Causal Reasoning,,,,,,
112,3,Logical Reasoning,23,PT-112-S-3-Q-23,3.0,151.3,Most Strongly Supported,Causal Reasoning,,,,,,
112,3,Logical Reasoning,24,PT-112-S-3-Q-24,3.0,144.27,Method of Reasoning,Causal Reasoning,,,,,,
112,3,Logical Reasoning,25,PT-112-S-3-Q-25,3.0,148.9,Flaw,Causal Reasoning; Conditional Reasoning; Eliminating Options,,,,,,
112,3,Logical Reasoning,26,PT-112-S-3-Q-26,3.0,152.02,Strengthen,Causal Reasoning,,,,,,
112,4,Logical Reasoning,1,PT-112-S-4-Q-1,2.0,135.69,Sufficient assumption,Link Assumption; Value Judgment,,,,,,
